,State,County,FIPS Code,Avg Temperature (C),Max Temperature (C),Min Temperature (C),Heat_Stress_Day,Cold_Stress_Day,Precipitation (mm),Vapor Pressure Deficit (kPa),Drought_Stress_Day,Wet_Day,Heavy_Rain_Day,Solar Radiation (MJ m**-2 day**-1),Low_Light_Day,Relative Humidity (%),Wind Speed (m s**-1),Year,"PRODUCTION, MEASURED IN BU",harvested_area
0,ARKANSAS,ARKANSAS,05001,17.77827175120326,35.91702702702703,-11.813783783783784,5.5675675675675675,127.89189189189189,1652.4161351351352,0.6968019992595335,0.0,104.64864864864865,18.864864864864867,126087.21771217298,5.918918918918919,71.96485746019992,5.487101295816364,2017,10040000.0,186964.61824953445
1,ARKANSAS,ASHLEY,05003,18.603198630136987,35.7955,-8.312,3.7,108.8,1844.63675,0.683657397260274,0.0,113.0,23.2,122775.89929920001,11.2,73.30917808219178,5.0775728767123285,2017,3490000.0,61443.66197183099
2,ARKANSAS,CHICOT,05017,18.66969315068493,35.024,-8.272,1.2,100.93333333333334,1869.6808666666668,0.6410575342465753,0.0,112.33333333333333,25.666666666666668,127958.4117792,9.2,74.42241095890411,5.543903744292237,2017,8647000.0,168886.71875
3,ARKANSAS,CLAY,05021,16.135537671232875,35.58625,-11.329375,3.375,149.125,1388.5965625,0.6163301369863013,0.0,104.3125,13.9375,130721.4042192,7.6875,72.69482876712328,4.815941095890411,2017,6583000.0,120127.73722627737
4,ARKANSAS,CONWAY,05029,16.813532420091324,35.12866666666667,-14.166,2.6666666666666665,143.06666666666666,1579.0314666666666,0.6139174429223745,0.0,103.26666666666667,20.8,127231.9052832,10.933333333333334,73.26953424657535,2.8273315068493154,2017,745000.0,18908.629441624365
5,ARKANSAS,CRAIGHEAD,05031,16.50629109589041,35.524375,-13.3525,2.3125,141.375,1640.139375,0.6062046232876712,0.0,103.4375,18.3125,127721.68531920001,11.5,73.54979452054795,5.196780821917808,2017,6147000.0,115762.71186440678
6,ARKANSAS,CRITTENDEN,05035,17.549454545454545,34.651818181818186,-13.142272727272728,0.6363636363636364,126.04545454545455,1664.0784545454546,0.6700692403486924,0.0,110.95454545454545,19.59090909090909,127458.8586301091,11.181818181818182,71.80613947696139,5.111983437110834,2017,12165000.0,230834.9146110057
7,ARKANSAS,CROSS,05037,17.07387671232877,35.524,-13.501,3.5,138.6,1545.7559,0.6723446575342465,0.0,106.7,17.4,128836.07910720001,8.9,71.64616438356164,5.383556712328767,2017,8696000.0,170176.1252446184
8,ARKANSAS,DESHA,05041,18.31058904109589,35.169666666666664,-9.128666666666668,2.7666666666666666,113.76666666666667,1682.9831333333334,0.6646026484018265,0.0,113.23333333333333,20.766666666666666,125195.1566112,9.5,73.1715890410959,5.489270684931507,2017,9975000.0,175925.92592592593
9,ARKANSAS,DREW,05043,18.332315068493152,35.597,-8.496500000000001,3.1,117.3,1674.4731,0.6942613698630138,0.0,109.9,19.6,124914.3053472,10.95,72.17306849315068,4.902166849315068,2017,2190000.0,40183.48623853211
10,ARKANSAS,FAULKNER,05045,16.919126171593366,34.94421052631579,-14.122631578947368,1.3157894736842104,142.05263157894737,1630.7888947368422,0.6154357606344629,0.0,105.94736842105263,20.63157894736842,134269.1080992,8.263157894736842,73.23010814708003,3.4108060562364817,2017,336000.0,8000.0
11,ARKANSAS,FRANKLIN,05047,16.493342465753425,34.75705882352941,-15.355882352941178,2.5294117647058822,143.76470588235293,1690.261588235294,0.6193914585012087,0.0,101.3529411764706,22.352941176470587,127752.46179331765,10.529411764705882,72.35642224012892,2.460203223207091,2017,67500.0,1901.4084507042253
12,ARKANSAS,GREENE,05055,16.35149841938883,35.59615384615385,-10.762307692307692,2.6153846153846154,144.3846153846154,1555.7093846153846,0.6206368809272919,0.0,105.0,16.76923076923077,128039.2792992,9.384615384615385,72.53378292939937,4.932404214963119,2017,3755000.0,73627.45098039215
