,State,County,FIPS Code,Avg Temperature (C),Max Temperature (C),Min Temperature (C),Heat_Stress_Day,Cold_Stress_Day,Precipitation (mm),Vapor Pressure Deficit (kPa),Drought_Stress_Day,Wet_Day,Heavy_Rain_Day,Solar Radiation (MJ m**-2 day**-1),Low_Light_Day,Relative Humidity (%),Wind Speed (m s**-1),Year,"PRODUCTION, MEASURED IN BU",harvested_area
0,ARKANSAS,ARKANSAS,05001,17.77827175120326,35.91702702702703,-11.813783783783784,5.5675675675675675,127.89189189189189,1652.4161351351352,0.6968019992595335,0.0,104.64864864864865,18.864864864864867,126087.21771217298,5.918918918918919,71.96485746019992,5.487101295816364,2017,8885000.0,46203.848153926156
1,ARKANSAS,ASHLEY,05003,18.603198630136987,35.7955,-8.312,3.7,108.8,1844.63675,0.683657397260274,0.0,113.0,23.2,122775.89929920001,11.2,73.30917808219178,5.0775728767123285,2017,4905000.0,25000.0
2,ARKANSAS,CHICOT,05017,18.66969315068493,35.024,-8.272,1.2,100.93333333333334,1869.6808666666668,0.6410575342465753,0.0,112.33333333333333,25.666666666666668,127958.4117792,9.2,74.42241095890411,5.543903744292237,2017,3630000.0,19901.315789473683
3,ARKANSAS,CLAY,05021,16.135537671232875,35.58625,-11.329375,3.375,149.125,1388.5965625,0.6163301369863013,0.0,104.3125,13.9375,130721.4042192,7.6875,72.69482876712328,4.815941095890411,2017,6205000.0,30506.39134709931
4,ARKANSAS,CRAIGHEAD,05031,16.50629109589041,35.524375,-13.3525,2.3125,141.375,1640.139375,0.6062046232876712,0.0,103.4375,18.3125,127721.68531920001,11.5,73.54979452054795,5.196780821917808,2017,6045000.0,32605.177993527508
5,ARKANSAS,CRITTENDEN,05035,17.549454545454545,34.651818181818186,-13.142272727272728,0.6363636363636364,126.04545454545455,1664.0784545454546,0.6700692403486924,0.0,110.95454545454545,19.59090909090909,127458.8586301091,11.181818181818182,71.80613947696139,5.111983437110834,2017,2460000.0,13796.971396522713
6,ARKANSAS,DESHA,05041,18.31058904109589,35.169666666666664,-9.128666666666668,2.7666666666666666,113.76666666666667,1682.9831333333334,0.6646026484018265,0.0,113.23333333333333,20.766666666666666,125195.1566112,9.5,73.1715890410959,5.489270684931507,2017,5135000.0,26496.388028895766
7,ARKANSAS,DREW,05043,18.332315068493152,35.597,-8.496500000000001,3.1,117.3,1674.4731,0.6942613698630138,0.0,109.9,19.6,124914.3053472,10.95,72.17306849315068,4.902166849315068,2017,1930000.0,10200.845665961946
8,ARKANSAS,GREENE,05055,16.35149841938883,35.59615384615385,-10.762307692307692,2.6153846153846154,144.3846153846154,1555.7093846153846,0.6206368809272919,0.0,105.0,16.76923076923077,128039.2792992,9.384615384615385,72.53378292939937,4.932404214963119,2017,3260000.0,17498.658078368222
9,ARKANSAS,INDEPENDENCE,05063,16.363809272918864,35.81230769230769,-13.334999999999999,3.6153846153846154,149.42307692307693,1577.6853461538462,0.6269750263435195,0.0,107.03846153846153,20.26923076923077,124415.65299766154,6.038461538461538,71.41308746048472,3.838391253951528,2017,720000.0,4500.0
10,ARKANSAS,JACKSON,05067,16.485420547945207,35.606,-14.7255,3.75,145.4,1633.3375,0.6034938356164383,0.0,107.05,20.75,128155.38923520001,5.9,73.62787671232877,5.085901232876712,2017,1690000.0,9701.492537313434
11,ARKANSAS,JEFFERSON,05069,17.776995107632093,35.60357142857143,-11.829642857142858,3.428571428571429,129.28571428571428,1674.127392857143,0.6940039138943248,0.0,98.82142857142857,20.535714285714285,128384.22883062858,5.892857142857142,71.77657534246576,5.07401457925636,2017,7145000.0,38208.55614973262
12,ARKANSAS,JOHNSON,05071,16.215586157173757,34.17315789473684,-13.65421052631579,0.631578947368421,144.94736842105263,1701.3352631578948,0.574109012256669,0.0,107.05263157894737,20.05263157894737,127621.10420867369,10.31578947368421,73.04265320836338,2.322719538572459,2017,212000.0,1400.2642007926024
13,ARKANSAS,LAFAYETTE,05073,18.636525684931506,35.303125,-8.8075,2.6875,109.8125,1512.70275,0.6699369863013698,0.0,94.4375,19.5,123374.5206192,11.0625,74.05279109589041,4.3045601027397264,2017,1908000.0,11500.904159132007
14,ARKANSAS,LAWRENCE,05075,16.233614916286147,36.351111111111116,-11.104999999999999,4.833333333333333,150.55555555555554,1427.0097222222223,0.6269242009132421,0.0,98.0,14.944444444444445,130013.41369920001,5.222222222222222,72.27397260273973,4.67243896499239,2017,1190000.0,7000.0
15,ARKANSAS,LEE,05077,17.37400195694716,35.66428571428572,-13.952857142857143,5.142857142857142,132.42857142857142,1581.3546428571428,0.6628477495107632,0.0,105.42857142857143,16.642857142857142,132428.74551634287,6.642857142857142,72.69297455968689,5.409999412915852,2017,5870000.0,31902.17391304348
16,ARKANSAS,LINCOLN,05079,17.963514677103717,34.83214285714286,-12.094285714285714,0.9999999999999999,125.57142857142857,1779.6664285714285,0.6719982387475538,0.0,103.5,19.785714285714285,127787.72261348572,7.357142857142858,72.48076320939334,5.143745009784736,2017,3505000.0,18496.042216358837
17,ARKANSAS,LONOKE,05085,17.12911856400567,35.30241379310345,-13.621724137931034,2.896551724137931,139.89655172413794,1582.4283103448277,0.621643079829948,0.0,98.82758620689656,18.275862068965516,127103.46779023448,6.275862068965518,73.99851676901275,5.037465281058101,2017,6755000.0,36007.46268656717
18,ARKANSAS,MISSISSIPPI,05093,17.06313035793195,34.81,-14.970967741935485,0.4838709677419355,132.61290322580646,1592.071193548387,0.6418242156429518,0.0,112.3225806451613,18.516129032258064,121588.1800992,14.741935483870968,72.46866106937694,5.030343879805567,2017,2830000.0,17298.288508557456
19,ARKANSAS,MONROE,05095,17.290908675799088,36.195,-13.330416666666666,6.75,137.91666666666666,1587.7815833333334,0.6817256849315068,0.0,104.625,17.5,126143.0026992,6.125,72.48558219178082,5.567676484018265,2017,5280000.0,28995.05766062603
20,ARKANSAS,PHILLIPS,05107,17.65559817351598,35.562380952380956,-13.038571428571428,4.285714285714286,126.52380952380952,1605.4937142857143,0.6501630789302022,0.0,109.52380952380952,18.523809523809526,130841.4604649143,5.285714285714286,73.45208088714938,5.497604174820613,2017,5610000.0,32597.327135386404
21,ARKANSAS,POINSETT,05111,16.91381506849315,35.52625,-15.513125,3.375,137.1875,1494.5609375,0.6579796232876712,0.0,104.875,18.25,128116.4166792,11.0,72.13917808219178,5.39285051369863,2017,3635000.0,18602.8659160696
22,ARKANSAS,RANDOLPH,05121,16.096560922855083,36.82105263157895,-11.58578947368421,6.0,152.89473684210526,1362.5214210526317,0.6777150684931507,0.0,101.36842105263158,14.26315789473684,131180.61186341054,4.842105263157895,69.53790915645277,3.9784007209805337,2017,800000.0,4400.4400440044
23,ARKANSAS,ST. FRANCIS,05123,17.238544292237442,35.63333333333333,-13.4,4.0,135.8,1643.9968,0.6749121461187214,0.0,106.66666666666667,19.733333333333334,130595.5027872,7.4,71.97543378995434,5.378296073059361,2017,2990000.0,16303.162486368592
24,ARKANSAS,WHITE,05145,16.6723391336542,35.201351351351356,-14.351891891891892,2.2972972972972974,142.94594594594594,1575.3223243243244,0.5951041836356905,0.0,110.54054054054055,18.45945945945946,123963.84337271353,10.243243243243244,73.50864864864866,4.244523731951129,2017,1280000.0,6299.212598425197
25,ARKANSAS,WOODRUFF,05147,16.844665753424657,35.82,-15.0345,4.85,142.8,1560.1775499999999,0.6299049315068493,0.0,107.5,17.85,126121.18590720001,7.4,73.46569863013698,5.465270410958904,2017,2910000.0,16403.607666290867
26,CALIFORNIA,SAN JOAQUIN,06077,16.661995596868884,41.394999999999996,-1.3992857142857142,43.76785714285714,166.10714285714286,550.54325,1.0323528375733855,24.035714285714285,55.839285714285715,4.517857142857143,157969.8781529143,7.803571428571429,61.75666340508806,4.25160366927593,2017,3134000.0,18402.81855549031
27,KANSAS,ALLEN,20001,14.548376712328768,38.27625,-17.1175,7.125,177.375,1531.360375,0.595833904109589,0.0,84.0,18.25,130790.1904992,4.25,72.03051369863014,3.808871575342466,2017,3546400.0,28280.701754385962
28,KANSAS,ANDERSON,20003,14.251438356164382,38.10916666666667,-18.075,6.833333333333333,180.83333333333334,1393.493,0.6022271689497717,0.0,83.66666666666667,15.5,133159.2547392,3.0,71.1498401826484,3.8883739726027398,2017,5011800.0,41799.8331943286
29,KANSAS,ATCHISON,20005,13.309031963470321,36.205,-21.448333333333334,2.666666666666667,192.5,1017.2265,0.5959397260273973,0.0,83.33333333333333,13.166666666666666,126153.86425920001,8.5,69.77675799086758,3.6231611872146114,2017,9534000.0,63986.57718120806
30,KANSAS,BARBER,20007,14.69622602739726,40.06464285714286,-15.227142857142857,28.214285714285715,188.67857142857142,1108.8645357142857,0.8510393346379648,4.25,67.67857142857143,13.571428571428571,137981.6275392,4.178571428571429,62.07138943248532,4.39907915851272,2017,392200.0,2850.290697674419
31,KANSAS,BOURBON,20011,14.873981735159816,37.575833333333335,-17.1875,4.916666666666666,171.16666666666666,1689.61325,0.5889372146118722,0.0,85.75,23.083333333333332,129894.87409920001,4.0,71.88495433789954,3.615998173515982,2017,1488000.0,11298.405466970387
32,KANSAS,BROWN,20013,12.942269406392693,36.763333333333335,-22.26833333333333,3.0,196.16666666666666,1030.73425,0.5980344748858447,0.0,82.75,11.25,126776.44825920001,8.75,69.83561643835617,3.7913611872146116,2017,16725000.0,114241.80327868852
33,KANSAS,BUTLER,20015,14.38494216133942,39.70444444444444,-15.62027777777778,9.527777777777777,179.16666666666666,1145.2604999999999,0.6768007610350076,0.6944444444444445,78.36111111111111,14.38888888888889,130322.32729920001,3.861111111111111,68.17906392694064,4.370343378995434,2017,7919300.0,67860.32562125108
34,KANSAS,CHAUTAUQUA,20019,15.223824200913242,39.11333333333334,-13.775,9.416666666666666,174.33333333333334,1270.5473333333332,0.6958721461187215,0.5,73.08333333333333,17.166666666666668,133029.57409920002,4.166666666666667,68.4483105022831,3.7971253424657534,2017,183000.0,2278.9539227895393
35,KANSAS,CHEROKEE,20021,15.428931506849313,36.29666666666667,-15.549166666666666,2.9166666666666665,164.08333333333334,1518.59,0.5877429223744292,0.0,87.83333333333333,19.666666666666668,128560.1150592,7.75,73.02310502283105,3.4646157534246576,2017,8553800.0,60365.56104446013
36,KANSAS,CHEYENNE,20023,11.366514677103718,39.12714285714286,-22.047500000000003,18.142857142857142,236.60714285714286,826.4723571428572,0.7907914872798435,3.6785714285714284,75.10714285714286,9.464285714285714,139905.42197348573,4.5,61.06701565557729,4.146121135029355,2017,9322000.0,68093.49890430972
37,KANSAS,CLAY,20027,13.237436643835617,40.071875,-21.9275,19.0625,197.8125,890.0736875,0.695148801369863,2.1875,86.4375,9.25,131907.5617392,9.1875,67.37890410958904,3.9903893835616437,2017,6692000.0,46504.517025712295
38,KANSAS,COFFEY,20031,14.20140410958904,37.850833333333334,-16.856666666666666,7.25,179.41666666666666,1207.01475,0.6166920091324201,0.0,83.16666666666667,13.416666666666668,131605.0173792,2.1666666666666665,70.59470319634703,4.098257077625571,2017,3879700.0,32795.43533389687
39,KANSAS,COWLEY,20035,15.015719178082191,39.656666666666666,-14.160416666666668,10.916666666666666,174.41666666666666,1122.2823333333333,0.7174684931506848,0.6666666666666666,72.91666666666667,15.166666666666666,135083.27473920002,3.1666666666666665,66.89228310502283,4.226703424657535,2017,1852000.0,22640.586797066015
40,KANSAS,CRAWFORD,20037,15.142518264840183,36.711666666666666,-16.315833333333334,3.5833333333333335,167.41666666666666,1765.3189166666666,0.5726449771689497,0.0,92.83333333333333,23.916666666666668,129295.3560192,6.25,73.0065296803653,3.5806420091324203,2017,5646800.0,43303.68098159509
41,KANSAS,DICKINSON,20041,13.989649315068492,40.176,-19.893600000000003,22.16,189.88,928.968,0.7528244383561643,3.16,85.52,10.68,134347.6356768,8.120000000000001,66.03614246575343,4.13301895890411,2017,2507000.0,22832.42258652095
42,KANSAS,DONIPHAN,20043,12.925680365296802,36.223333333333336,-22.35083333333333,2.8333333333333335,198.0,997.988,0.5936968036529681,0.0,79.75,12.0,125730.9924192,8.0,70.23641552511415,3.5349134703196348,2017,15256000.0,82286.94714131606
43,KANSAS,DOUGLAS,20045,14.094582191780821,37.69,-19.2825,5.75,182.25,1403.38825,0.6161664383561644,0.0,86.25,16.375,127676.67577920001,6.75,69.95369863013698,3.6548835616438358,2017,3833000.0,25776.731674512444
44,KANSAS,ELK,20049,14.96973515981735,38.862500000000004,-14.4225,8.0,176.41666666666666,1202.32,0.693363698630137,0.08333333333333333,75.25,16.0,131705.4926592,2.5833333333333335,67.82815068493152,4.041802054794521,2017,526100.0,3970.566037735849
45,KANSAS,ELLSWORTH,20053,13.828579908675799,40.98833333333333,-17.720555555555556,27.944444444444443,193.66666666666666,731.4234444444444,0.8079048706240487,6.111111111111111,72.77777777777777,8.277777777777779,136845.4768992,7.0,63.973135464231355,4.870030289193303,2017,619000.0,9935.794542536116
46,KANSAS,FRANKLIN,20059,14.08899086757991,38.31666666666667,-18.845,7.0,184.0,1266.2909166666666,0.6093406392694064,0.08333333333333333,85.58333333333333,14.166666666666666,128138.69041920001,4.583333333333333,70.67771689497717,3.7387698630136987,2017,4533000.0,32217.484008528787
47,KANSAS,GEARY,20061,13.808901065449012,39.31888888888889,-19.734444444444446,14.11111111111111,187.0,936.4595555555555,0.7023424657534247,2.1111111111111107,85.66666666666667,9.88888888888889,133426.6274592,9.11111111111111,67.18517503805175,4.108371080669711,2017,1645000.0,10937.5
48,KANSAS,GOVE,20063,12.428871819960861,40.020357142857144,-21.650714285714287,32.142857142857146,223.10714285714286,632.5486428571429,0.8592521526418787,8.857142857142858,56.392857142857146,6.428571428571429,148767.70109348572,3.2857142857142856,60.8874951076321,4.390065753424658,2017,10946000.0,99418.71026339692
49,KANSAS,GRAY,20069,13.154606849315067,38.6185,-17.7475,26.25,210.2,902.0735,0.8417095890410958,4.35,66.3,13.05,143285.9291712,5.95,61.1194794520548,4.721698219178082,2017,16575000.0,99489.79591836735
50,KANSAS,GREELEY,20071,11.75423287671233,38.39375,-19.918125,20.9375,231.0625,879.5644374999999,0.8031883561643836,4.0,67.125,11.5,148217.79409920002,3.8125,61.309366438356165,4.428263184931507,2017,5883000.0,50454.545454545456
51,KANSAS,HAMILTON,20075,12.334276164383562,38.4328,-20.624000000000002,24.96,221.12,925.41052,0.856533589041096,7.68,66.32000000000001,12.44,149694.38694720002,2.84,60.053676712328766,4.139297863013699,2017,1610000.0,18421.052631578947
52,KANSAS,HARPER,20077,15.058865753424657,41.19133333333333,-14.431999999999999,34.6,184.6,1038.5540666666666,0.8247256621004565,6.266666666666667,75.06666666666666,12.733333333333333,139232.6302752,5.8,64.60743378995434,4.347045662100457,2017,87000.0,1808.7318087318088
53,KANSAS,HARVEY,20079,14.33046301369863,40.558,-17.063,19.4,184.4,844.1302000000001,0.7392871232876713,2.3,77.8,9.3,131255.4449952,5.0,66.50657534246575,4.4385032876712325,2017,6737000.0,64530.65134099616
54,KANSAS,HASKELL,20081,12.905748858447488,39.403333333333336,-19.044999999999998,28.0,214.91666666666666,979.6699166666666,0.8425221461187214,6.916666666666666,66.75,12.416666666666666,145247.3512992,4.666666666666666,61.21942922374429,4.54881598173516,2017,20059000.0,117167.05607476637
55,KANSAS,JACKSON,20085,13.411357876712328,37.966875,-20.98125,6.375,191.0625,1135.3834375,0.6192196917808219,0.125,89.4375,12.9375,127110.1839192,8.6875,69.37421232876713,3.776390239726027,2017,4525000.0,36878.565607171964
56,KANSAS,JEFFERSON,20087,13.738356164383562,37.2475,-20.81,4.833333333333333,185.58333333333334,1164.0789166666666,0.6056810502283105,0.0,87.58333333333333,14.916666666666666,127214.7849792,7.25,69.77228310502284,3.7166623287671237,2017,5987000.0,42132.30119634061
57,KANSAS,JEWELL,20089,12.54291210045662,40.61416666666667,-22.791666666666668,27.375,207.58333333333334,764.3874583333334,0.7562174657534247,5.875,73.45833333333333,8.041666666666666,133793.46601920002,7.541666666666667,64.82987442922375,4.197833789954338,2017,7981000.0,64207.56234915527
58,KANSAS,KINGMAN,20095,14.567849967384213,40.41809523809523,-15.254761904761907,26.142857142857142,186.57142857142858,919.9080952380953,0.7954803652968035,4.857142857142857,71.33333333333333,11.142857142857142,133775.81923062858,4.666666666666667,64.43279843444228,4.616768819308546,2017,1510800.0,10249.66078697422
59,KANSAS,LABETTE,20099,15.255659817351598,36.858333333333334,-13.683333333333332,3.4166666666666665,169.08333333333334,1479.7196666666666,0.6061650684931507,0.0,84.91666666666667,20.75,130485.8104992,5.916666666666666,71.89872146118721,3.596271917808219,2017,4291300.0,38280.999107939344
60,KANSAS,LEAVENWORTH,20103,13.666251141552511,35.862500000000004,-20.1275,3.25,187.58333333333334,1373.6986666666667,0.5805408675799086,0.0,85.16666666666667,17.5,124065.9052992,7.5,70.92687214611873,3.382454109589041,2017,2972900.0,21189.5937277263
61,KANSAS,LYON,20111,13.99233105022831,39.23625,-17.29625,8.125,183.16666666666666,1078.7521666666667,0.6541404109589041,0.5,84.79166666666667,11.375,131017.5758592,4.041666666666667,69.02802511415526,4.036379908675799,2017,2811400.0,25698.35466179159
62,KANSAS,MARION,20115,14.144391232876712,40.3256,-16.5424,12.24,184.84,917.26516,0.722810301369863,1.96,84.44,8.92,131958.35496,5.56,66.49379726027398,4.500204383561644,2017,4740000.0,54671.28027681661
63,KANSAS,MARSHALL,20117,12.846351598173515,37.82041666666667,-21.78125,7.416666666666666,197.41666666666666,1093.1738333333333,0.6325777397260274,0.041666666666666664,85.83333333333333,12.208333333333334,126089.0372592,8.916666666666666,68.80803652968036,3.9087294520547946,2017,11163000.0,120032.25806451614
64,KANSAS,MCPHERSON,20113,14.220142465753424,41.8615,-16.416999999999998,28.65,191.25,812.14875,0.7896369863013698,4.0,78.9,9.35,134794.8145152,6.2,65.07557534246575,4.673082739726027,2017,5257000.0,45318.96551724138
65,KANSAS,MEADE,20119,13.946668949771688,38.70166666666667,-15.067916666666667,34.958333333333336,205.625,820.749625,0.9155755707762557,7.5,61.125,10.75,145859.3124192,4.25,59.39268264840182,4.402944406392694,2017,14550000.0,72895.79158316634
66,KANSAS,MIAMI,20121,14.074242009132421,36.95916666666667,-19.14,4.083333333333333,180.0,1358.3641666666667,0.5869598173515982,0.0,85.83333333333333,15.5,126909.6036192,4.25,70.67890410958904,3.6318851598173514,2017,3320200.0,21406.834300451323
